,Sentences,Predicted Class,True Class,Probabilities
621,"Not as interesting as previous seasons.  At this point, don't plan to watch Season 6.",neutral,neutral,"[0.36866495013237, 0.6092810034751892, 0.02205406315624714]"
622,not for me. easier to use youtube on my phone,negative,negative,"[0.599419355392456, 0.3724764585494995, 0.028104199096560478]"
623,This was awesome,positive,positive,"[0.017092151567339897, 0.04364287853240967, 0.9392649531364441]"
624,Very useful and helpful..<br />Zombies beware I'm ready,positive,positive,"[0.01825927197933197, 0.06854768097400665, 0.9131930470466614]"
625,"Nobody's talked to me yet,  I have no friends...",negative,negative,"[0.9117569327354431, 0.07294102013111115, 0.01530198473483324]"
626,i'm stuck at 347 and its a little to hard.  Its a nice but some levels are really to much for words.,neutral,neutral,"[0.12713871896266937, 0.8506086468696594, 0.022252656519412994]"
627,old fashioned porn in a new wrapping. yucky.,negative,negative,"[0.8335405588150024, 0.1435982584953308, 0.022861221805214882]"
628,"Unbelievable story but could be possibly true. Great Movie, well done",positive,positive,"[0.017590953037142754, 0.10172723978757858, 0.8806818127632141]"
629,The photographs were an interesting way to weave a story.  Not a bad read.,neutral,neutral,"[0.037419840693473816, 0.7602233290672302, 0.20235686004161835]"
630,Crash and or freeze alot,negative,negative,"[0.8827968239784241, 0.09226998686790466, 0.024933207780122757]"
631,Great conversion for a normal mini mag flashlight. Puts out a good amount of light.,positive,positive,"[0.01773376576602459, 0.11769058555364609, 0.8645756244659424]"
632,waste of time and money. Buy it only if you are brainless.,negative,negative,"[0.9281120300292969, 0.05460512265563011, 0.017282763496041298]"
633,The best I have ever used.,positive,positive,"[0.018848903477191925, 0.05441810563206673, 0.9267329573631287]"
634,It's messing with my tablet and my app store so nah im good,negative,negative,"[0.8611696362495422, 0.12131175398826599, 0.017518607899546623]"
635,Sorry - not as good as the original.,neutral,neutral,"[0.20837703347206116, 0.7642231583595276, 0.027399834245443344]"
636,I'm not really a zombie fan. It was entertaining.,neutral,neutral,"[0.1101616695523262, 0.8289279341697693, 0.060910459607839584]"
637,Subsidy she's shades,neutral,neutral,"[0.40613046288490295, 0.40778544545173645, 0.18608418107032776]"
638,Easiest read author given the material. Lewis is the man.,positive,positive,"[0.03251194208860397, 0.27759304642677307, 0.6898950934410095]"
639,It GOOOOOD,negative,positive,"[0.6909767389297485, 0.2589555084705353, 0.05006778985261917]"
640,A MUST SEE !!!!  It is GREAT.,positive,positive,"[0.015473619103431702, 0.04013112932443619, 0.9443952441215515]"
641,fun to play altho I don't play a lot nof games.,neutral,negative,"[0.041442226618528366, 0.5189255475997925, 0.43963226675987244]"
642,I could not put this book down. Really wanted to read it before seeing the movie.,negative,positive,"[0.7098956108093262, 0.21081112325191498, 0.07929323613643646]"
643,gets trite after a state or two.,negative,negative,"[0.7403895258903503, 0.2381937950849533, 0.021416714414954185]"
644,Book sux wanted more interesting sntisemitic garbage,negative,negative,"[0.6577457189559937, 0.30362245440483093, 0.038631878793239594]"
645,But it keeps freezing.  I have to keep shutting down my tablet in order for it to work,negative,neutral,"[0.7800227403640747, 0.193818137049675, 0.026159115135669708]"
646,about the 3rd game - it just keeps doing the same thing all the time - can't change anything,negative,negative,"[0.4854041635990143, 0.43168124556541443, 0.08291454613208771]"
647,Do NOT buy this book from here the first one is missing chapters 20 21 22! SUCH a RIP OFF,negative,negative,"[0.9030513167381287, 0.06534610688686371, 0.031602613627910614]"
648,Would have liked to hear more about their lives in later life.,neutral,neutral,"[0.0730639398097992, 0.61555415391922, 0.31138184666633606]"
649,A little hard to follow and not quite scientifically accurate but worth a watch.,neutral,neutral,"[0.05677809566259384, 0.9034891128540039, 0.03973282501101494]"
650,gave as a gift. THEY LOVED IT!!!,positive,positive,"[0.019797783344984055, 0.0432126522064209, 0.9369895458221436]"
651,"I found the story compelling, but not particularly well-written.",neutral,neutral,"[0.09383741021156311, 0.8687619566917419, 0.037400662899017334]"
652,Always a great movie for the family!,positive,positive,"[0.014037547633051872, 0.04091193899512291, 0.9450505375862122]"
653,"This show was incredibly predictable, or just plain silly. It wasn't a combination I enjoyed.",negative,negative,"[0.720435619354248, 0.2612318694591522, 0.018332527950406075]"
654,Good overview of Tesla.,positive,neutral,"[0.031034989282488823, 0.178681880235672, 0.7902831435203552]"
655,"Was interesting in the vein of The Tudors, not sure if historically correct but held my interest.",neutral,positive,"[0.051573242992162704, 0.6699123382568359, 0.27851438522338867]"
656,Fantastic Book!  I loved his perspective.,positive,positive,"[0.01426943950355053, 0.0461713969707489, 0.9395591616630554]"
657,"This is still an amazing show, even after 10 years!!! I found it on sale, which made it even better!",positive,positive,"[0.01736604794859886, 0.04619603976607323, 0.9364379048347473]"
658,Wish it would install! I have a Samsung Note 4. It will not install! Please fix!,negative,negative,"[0.8696848750114441, 0.07581935077905655, 0.054495785385370255]"
659,I hat language.  Love the edited one though,positive,neutral,"[0.04929047450423241, 0.3740256726741791, 0.5766838192939758]"
660,Relatively interesting read. Obviously a tremendous public servant.,positive,neutral,"[0.023737048730254173, 0.2340279072523117, 0.742235004901886]"
661,I love this game although I get stuck at times.  I just got to add it to my kindle as well!,positive,positive,"[0.031238174065947533, 0.24607647955417633, 0.7226853966712952]"
662,Good not spectacular...,neutral,positive,"[0.10289374738931656, 0.8553126454353333, 0.0417935773730278]"
663,too similar to other games,negative,negative,"[0.745566725730896, 0.2331312894821167, 0.021302010864019394]"
664,Crashes a lot and is slow,negative,negative,"[0.5007670521736145, 0.47115015983581543, 0.028082791715860367]"
665,"The book was predictable.  It was funny, but I lost interest quite quickly.",neutral,neutral,"[0.23621943593025208, 0.7422696352005005, 0.021510902792215347]"
666,Cant download this on my tablet,negative,negative,"[0.8155887126922607, 0.13100318610668182, 0.053408123552799225]"
667,I loved it when i bout it for my kids now i am bout for my grandouthers. and they love it,positive,positive,"[0.019503183662891388, 0.0641264021396637, 0.9163704514503479]"
668,not mine thing,negative,negative,"[0.650653064250946, 0.32073214650154114, 0.028614800423383713]"
669,this app looks okay but I saw a lot of bad reviews. oh well got it anyway. hope its good!,neutral,negative,"[0.08642581850290298, 0.8035642504692078, 0.11000990122556686]"
670,I love this game but the new update came and the game wouldn't let me play until I got it!,positive,neutral,"[0.1634274423122406, 0.3628808856010437, 0.4736917018890381]"
671,Not enough time to play keeps asking for glu points,negative,negative,"[0.8904411196708679, 0.09488466382026672, 0.014674180187284946]"
672,Sanity saver,positive,positive,"[0.04852396622300148, 0.16146379709243774, 0.7900122404098511]"
673,I love this game.  It has a lot more to offer than just the breed and fight games or just breed.,positive,positive,"[0.016613634303212166, 0.07297785580158234, 0.9104085564613342]"
674,Kids downloaded & play,positive,neutral,"[0.04752736538648605, 0.12882433831691742, 0.8236483335494995]"
675,Horribly done!  The inaccuracies are to numerous to count!,negative,negative,"[0.9117162227630615, 0.0590997189283371, 0.029184071347117424]"
676,This is one of my favorite movies!  BEAUTIFUL scenery!,positive,positive,"[0.016683004796504974, 0.03594987466931343, 0.9473671317100525]"
677,Pointless movie. The Nickelodeon animated cartoons are better than this.,negative,negative,"[0.908337414264679, 0.07776235789060593, 0.01390023808926344]"
678,A lot-of-work game.,neutral,neutral,"[0.03800508752465248, 0.6472503542900085, 0.3147445619106293]"
679,LOVE IT! works with android or iPhone. Never an issue with it. Great price and love it!!!!!!,positive,positive,"[0.016152871772646904, 0.033849745988845825, 0.9499973654747009]"
680,The cd would not play it read bad cd on every player I tried it in,negative,negative,"[0.8807559609413147, 0.10284057259559631, 0.016403475776314735]"
681,We just un wrapped this movie to watch for the first time and there is no movie in the case!,negative,negative,"[0.8135994076728821, 0.1256176084280014, 0.060782961547374725]"
682,Want my money back worked once then wont download anything,negative,negative,"[0.884877622127533, 0.08925937861204147, 0.02586301974952221]"
683,I was extremely dissapointed with this movie and would NOT recommend it to anyone.,negative,negative,"[0.8926407098770142, 0.09051184356212616, 0.016847379505634308]"
684,Over priced but it was what my son asked for.,neutral,neutral,"[0.09057491272687912, 0.8464672565460205, 0.06295783072710037]"
685,I LOVED THE BOOK.  IT MADE ME FEEL THAT I WAS LIVING IN THAT TIME.,positive,positive,"[0.022296598181128502, 0.10301616787910461, 0.8746871948242188]"
686,Completely blurry. If zero stars were available I'd choose it.,negative,negative,"[0.847552478313446, 0.12876544892787933, 0.02368202432990074]"
687,This program gets boring real fast.  It is fun for a while but it is not real difficult to master.,neutral,neutral,"[0.4218037724494934, 0.5595066547393799, 0.01868957094848156]"
688,It's pretty fun to play.,neutral,neutral,"[0.03722533956170082, 0.7330936789512634, 0.22968101501464844]"
689,This is garbage !!!!  I just saw that i didnt review it!! I bought it and it broke in a week,negative,negative,"[0.9273309707641602, 0.050433989614248276, 0.022235050797462463]"
690,"satirical, silly, and engaging",negative,positive,"[0.7997333407402039, 0.15570785105228424, 0.044558752328157425]"
691,"Super cd. I love James Taylor and his style, glad he finally made a new cd.",positive,positive,"[0.016393648460507393, 0.04966587945818901, 0.9339404106140137]"
692,Great! Looking forward to what jack Bauer is up to next!,positive,positive,"[0.01485802885144949, 0.0413227342069149, 0.9438192844390869]"
693,Only one star for the animals. Not a funny movie at all!,negative,negative,"[0.8476408123970032, 0.1384880244731903, 0.013871132396161556]"
694,The book is certainly sad but I enjoyed reading it all the same.,neutral,positive,"[0.04646468535065651, 0.6709406971931458, 0.2825945317745209]"
695,"Interesting story line, really kept my interest, had difficulty putting it down!",neutral,positive,"[0.0491311214864254, 0.48659348487854004, 0.46427538990974426]"
696,Very good book hope the author writes the other books in Christians view,positive,positive,"[0.01971001736819744, 0.0714530348777771, 0.9088369607925415]"
697,very expensive,negative,neutral,"[0.7070214152336121, 0.2184566855430603, 0.07452201098203659]"
698,Not as great as first books to me.  But yet I need to spend time with each 'recipe'.,neutral,neutral,"[0.04543711990118027, 0.808403730392456, 0.14615917205810547]"
699,Useless interface,negative,negative,"[0.9116528034210205, 0.0723976194858551, 0.015949660912156105]"
700,Used daily.  Couldn't get to sleep without it.,negative,positive,"[0.6286978125572205, 0.32857954502105713, 0.042722608894109726]"
701,Entertaining but out here!,neutral,neutral,"[0.09173117578029633, 0.7935564517974854, 0.11471244692802429]"
702,Hard to play on phone or tablet.,negative,negative,"[0.809405505657196, 0.17265687882900238, 0.017937585711479187]"
